ダウンロードした時刻：2022/09/12 23:46:53

,大垣,大垣,大垣
2014/7/14,25.6,8,1
2014/7/15,28.0,8,1
2014/7/16,29.0,8,1
2014/7/17,28.9,8,1
2014/7/18,28.1,8,1
2014/7/19,25.2,8,1
2014/7/20,25.7,8,1
2014/7/21,27.1,8,1
2014/7/22,28.5,8,1
2014/7/23,29.6,8,1
2014/7/24,29.5,8,1
2014/7/25,31.4,8,1
2014/7/26,30.7,8,1
2014/7/27,28.1,8,1
2014/7/28,27.0,8,1
2014/7/29,27.4,8,1
2014/7/30,28.2,8,1
2014/7/31,29.4,8,1
2014/8/1,29.1,8,1
2014/8/2,27.7,8,1
2014/8/3,26.1,8,1
2014/8/4,27.1,8,1
2014/8/5,28.7,8,1
2014/8/6,27.6,8,1
2014/8/7,28.5,8,1
2014/8/8,26.0,8,1
2014/8/9,22.5,8,1
2014/8/10,25.4,8,1
2014/8/11,27.5,8,1
2014/8/12,24.9,8,1
2014/8/13,26.4,8,1
2014/8/14,25.8,8,1
2014/8/15,27.5,8,1
2014/8/16,26.9,8,1
2014/8/17,26.1,8,1
2014/8/18,28.3,8,1
2014/8/19,28.1,8,1
2014/8/20,29.9,8,1
2014/8/21,29.6,8,1
2014/8/22,27.4,8,1
2014/8/23,25.7,8,1
2014/8/24,25.2,8,1
2014/8/25,26.4,8,1
2014/8/26,25.6,8,1
2014/8/27,25.5,8,1
2014/8/28,23.7,8,1
2014/8/29,23.9,8,1
2014/8/30,24.8,8,1
2014/8/31,25.0,8,1
2014/9/1,22.7,8,1
2014/9/2,24.9,8,1
2014/9/3,24.8,8,1
2014/9/4,22.8,8,1
2014/9/5,24.7,8,1
2014/9/6,25.3,8,1
2014/9/7,24.8,8,1
2014/9/8,23.4,8,1
2014/9/9,24.9,8,1
2014/9/10,24.7,8,1
2014/9/11,23.0,8,1
2014/9/12,22.4,8,1
2014/9/13,22.8,8,1
2014/9/14,23.4,8,1
2014/9/15,23.0,8,1
2014/9/16,24.0,8,1
2014/9/17,22.0,8,1
2014/9/18,21.9,8,1
2014/9/19,20.1,8,1
2014/9/20,19.9,8,1
2014/9/21,20.7,8,1
2014/9/22,22.1,8,1
2014/9/23,21.5,8,1
2014/9/24,20.7,8,1
2014/9/25,23.7,8,1
2014/9/26,23.3,8,1
2014/9/27,22.6,8,1
2014/9/28,22.8,8,1
2014/9/29,22.7,8,1
2014/9/30,23.0,8,1
2014/10/1,23.7,8,1
2014/10/2,22.1,8,1
2014/10/3,22.7,8,1
2014/10/4,21.9,8,1
2014/10/5,19.4,8,1
2014/10/6,21.9,8,1
2014/10/7,19.3,8,1
2014/10/8,19.4,8,1
2014/10/9,19.6,8,1
2014/10/10,21.8,8,1
2014/10/11,21.1,8,1
2014/10/12,20.1,8,1
2014/10/13,18.2,8,1
2014/10/14,18.5,8,1
2014/10/15,16.5,8,1
2014/10/16,16.8,8,1
2014/10/17,16.0,8,1
2014/10/18,15.5,8,1
2014/10/19,16.5,8,1
2014/10/20,16.6,8,1
2014/10/21,18.9,8,1
2014/10/22,17.4,8,1
2014/10/23,16.3,8,1
2014/10/24,16.2,8,1
2014/10/25,17.2,8,1
2014/10/26,18.8,8,1
2014/10/27,17.6,8,1
2014/10/28,13.4,8,1
2014/10/29,14.3,8,1
2014/10/30,15.3,8,1
2014/10/31,17.3,8,1
2014/11/1,15.7,8,1
2014/11/2,16.9,8,1
2014/11/3,13.9,8,1
2014/11/4,13.1,8,1
2014/11/5,13.8,8,1
2014/11/6,17.2,8,1
2014/11/7,15.6,8,1
2014/11/8,14.5,8,1
2014/11/9,15.7,8,1
2014/11/10,15.8,8,1
2014/11/11,15.4,8,1
2014/11/12,15.2,8,1
2014/11/13,10.9,8,1
2014/11/14,9.1,8,1
2014/11/15,9.1,8,1
2014/11/16,9.7,8,1
2014/11/17,10.5,8,1
2014/11/18,10.1,8,1
2014/11/19,9.2,8,1
2014/11/20,8.5,8,1
2014/11/21,9.1,8,1
2014/11/22,12.5,8,1
2014/11/23,13.6,8,1
2014/11/24,12.2,8,1
2014/11/25,12.0,8,1
2014/11/26,13.0,8,1
2014/11/27,12.6,8,1
2014/11/28,12.1,8,1
2014/11/29,15.0,8,1
2014/11/30,14.0,8,1
2014/12/1,13.1,8,1
2014/12/2,6.5,8,1
2014/12/3,6.5,5,1
2014/12/4,6.2,8,1
2014/12/5,6.2,8,1
2014/12/6,2.8,8,1
2014/12/7,4.6,8,1
2014/12/8,5.5,8,1
2014/12/9,6.5,8,1
2014/12/10,5.9,8,1
2014/12/11,8.4,8,1
2014/12/12,7.0,8,1
2014/12/13,4.6,8,1
2014/12/14,1.9,8,1
2014/12/15,3.7,8,1
2014/12/16,4.1,8,1
2014/12/17,1.9,8,1
2014/12/18,0.4,8,1
2014/12/19,2.1,8,1
2014/12/20,4.3,8,1
2014/12/21,7.1,8,1
2014/12/22,4.2,8,1
2014/12/23,4.5,8,1
2014/12/24,4.2,8,1
2014/12/25,5.4,8,1
2014/12/26,3.9,8,1
2014/12/27,3.9,8,1
2014/12/28,3.1,8,1
2014/12/29,6.7,8,1
2014/12/30,7.5,8,1
2014/12/31,6.5,8,1
2015/1/1,1.3,8,1
2015/1/2,0.8,8,1
2015/1/3,2.4,8,1
2015/1/4,3.3,8,1
2015/1/5,6.5,8,1
2015/1/6,6.1,8,1
2015/1/7,4.6,8,1
2015/1/8,4.5,8,1
2015/1/9,4.4,8,1
2015/1/10,3.9,8,1
2015/1/11,5.0,8,1
2015/1/12,4.0,8,1
2015/1/13,6.0,8,1
2015/1/14,4.6,8,1
2015/1/15,6.2,8,1
2015/1/16,6.6,8,1
2015/1/17,3.7,8,1
2015/1/18,3.5,8,1
2015/1/19,3.7,8,1
2015/1/20,5.3,8,1
2015/1/21,4.8,8,1
2015/1/22,6.7,8,1
2015/1/23,6.6,8,1
2015/1/24,5.7,8,1
2015/1/25,7.3,8,1
2015/1/26,6.6,8,1
2015/1/27,8.6,8,1
2015/1/28,3.0,8,1
2015/1/29,2.8,8,1
2015/1/30,4.8,8,1
2015/1/31,3.3,8,1
2015/2/1,2.8,8,1
2015/2/2,4.0,8,1
2015/2/3,5.5,8,1
2015/2/4,4.2,8,1
2015/2/5,5.3,8,1
2015/2/6,5.1,8,1
2015/2/7,4.7,8,1
2015/2/8,4.1,8,1
2015/2/9,-0.1,8,1
2015/2/10,0.7,8,1
2015/2/11,3.9,8,1
2015/2/12,5.0,8,1
2015/2/13,1.6,8,1
2015/2/14,3.0,8,1
2015/2/15,5.5,8,1
2015/2/16,5.6,8,1
2015/2/17,4.7,8,1
2015/2/18,5.2,8,1
2015/2/19,6.0,8,1
2015/2/20,5.7,8,1
2015/2/21,7.1,8,1
2015/2/22,8.8,8,1
2015/2/23,11.0,8,1
2015/2/24,7.8,8,1
2015/2/25,8.2,8,1
2015/2/26,7.6,8,1
2015/2/27,5.5,8,1
2015/2/28,6.0,8,1
2015/3/1,6.7,8,1
2015/3/2,7.1,8,1
2015/3/3,5.1,8,1
2015/3/4,9.2,8,1
2015/3/5,5.8,8,1
2015/3/6,6.7,8,1
2015/3/7,8.2,8,1
2015/3/8,10.2,8,1
2015/3/9,9.3,8,1
2015/3/10,3.0,8,1
2015/3/11,1.9,8,1
2015/3/12,5.0,8,1
2015/3/13,5.7,5,1
2015/3/14,6.3,8,1
2015/3/15,7.2,8,1
2015/3/16,12.0,8,1
2015/3/17,13.9,8,1
2015/3/18,14.4,8,1
2015/3/19,14.0,8,1
2015/3/20,12.6,8,1
2015/3/21,12.8,8,1
2015/3/22,12.6,8,1
2015/3/23,7.1,8,1
2015/3/24,5.1,8,1
2015/3/25,6.2,8,1
2015/3/26,8.2,8,1
2015/3/27,11.2,8,1
2015/3/28,13.0,8,1
2015/3/29,11.3,8,1
2015/3/30,14.1,8,1
2015/3/31,14.7,8,1
2015/4/1,13.0,8,1
2015/4/2,12.5,8,1
2015/4/3,12.9,8,1
2015/4/4,16.9,8,1
2015/4/5,13.3,8,1
2015/4/6,14.6,8,1
2015/4/7,9.5,8,1
2015/4/8,7.8,8,1
2015/4/9,10.7,8,1
2015/4/10,11.0,8,1
2015/4/11,13.1,8,1
2015/4/12,13.6,8,1
2015/4/13,12.4,8,1
2015/4/14,13.8,8,1
2015/4/15,12.3,8,1
2015/4/16,14.3,8,1
2015/4/17,13.1,8,1
2015/4/18,13.1,8,1
2015/4/19,13.2,8,1
2015/4/20,15.8,8,1
2015/4/21,13.3,8,1
2015/4/22,16.1,8,1
2015/4/23,18.4,8,1
2015/4/24,17.6,8,1
2015/4/25,18.0,8,1
2015/4/26,17.1,8,1
2015/4/27,20.4,8,1
2015/4/28,20.1,8,1
2015/4/29,20.4,8,1
2015/4/30,19.7,8,1
2015/5/1,20.5,8,1
2015/5/2,21.2,8,1
2015/5/3,20.5,8,1
2015/5/4,17.9,8,1
2015/5/5,18.1,8,1
2015/5/6,18.8,8,1
2015/5/7,20.6,8,1
2015/5/8,21.4,8,1
2015/5/9,19.2,8,1
2015/5/10,18.4,8,1
2015/5/11,16.6,8,1
2015/5/12,16.7,8,1
2015/5/13,20.0,8,1
2015/5/14,21.3,8,1
2015/5/15,23.1,8,1
2015/5/16,19.5,8,1
2015/5/17,20.3,8,1
2015/5/18,19.5,8,1
2015/5/19,19.5,8,1
2015/5/20,20.2,8,1
2015/5/21,18.7,8,1
2015/5/22,19.4,8,1
2015/5/23,20.7,8,1
2015/5/24,21.4,8,1
2015/5/25,22.0,8,1
2015/5/26,24.0,8,1
2015/5/27,25.2,8,1
2015/5/28,22.9,8,1
2015/5/29,24.6,8,1
2015/5/30,25.3,8,1
2015/5/31,24.0,8,1
2015/6/1,23.0,8,1
2015/6/2,23.1,8,1
2015/6/3,21.6,8,1
2015/6/4,20.6,8,1
2015/6/5,16.3,8,1
2015/6/6,19.4,8,1
2015/6/7,20.3,8,1
2015/6/8,18.5,8,1
2015/6/9,19.8,8,1
2015/6/10,23.6,8,1
2015/6/11,20.7,8,1
2015/6/12,22.2,8,1
2015/6/13,25.5,8,1
2015/6/14,23.4,8,1
2015/6/15,25.0,8,1
2015/6/16,23.8,8,1
2015/6/17,23.8,8,1
2015/6/18,22.1,8,1
2015/6/19,20.9,8,1
2015/6/20,23.3,8,1
2015/6/21,21.2,8,1
2015/6/22,23.2,8,1
2015/6/23,24.5,8,1
2015/6/24,24.6,8,1
2015/6/25,24.9,8,1
2015/6/26,21.4,8,1
2015/6/27,21.9,8,1
2015/6/28,21.8,8,1
2015/6/29,22.1,8,1
2015/6/30,21.9,8,1
2015/7/1,20.4,8,1
2015/7/2,24.6,8,1
2015/7/3,24.0,8,1
2015/7/4,22.8,8,1
2015/7/5,21.9,8,1
2015/7/6,21.5,8,1
2015/7/7,22.2,8,1
2015/7/8,23.8,8,1
2015/7/9,24.4,8,1
2015/7/10,25.3,8,1
2015/7/11,27.1,8,1
2015/7/12,27.7,8,1
2015/7/13,28.8,8,1
2015/7/14,28.8,8,1
2015/7/15,28.8,8,1
2015/7/16,26.3,8,1
2015/7/17,26.2,8,1
2015/7/18,25.4,8,1
2015/7/19,26.5,8,1
2015/7/20,28.8,8,1
2015/7/21,27.9,8,1
2015/7/22,25.6,8,1
2015/7/23,25.2,8,1
2015/7/24,28.3,8,1
2015/7/25,30.0,8,1
2015/7/26,30.5,8,1
2015/7/27,28.6,8,1
2015/7/28,28.8,8,1
2015/7/29,30.2,8,1
2015/7/30,29.4,8,1
2015/7/31,30.7,8,1
2015/8/1,31.5,8,1
2015/8/2,31.4,8,1
2015/8/3,31.0,8,1
2015/8/4,30.7,8,1
2015/8/5,30.4,8,1
2015/8/6,29.4,8,1
2015/8/7,29.9,8,1
2015/8/8,29.3,8,1
2015/8/9,30.0,8,1
2015/8/10,30.2,8,1
2015/8/11,29.3,8,1
2015/8/12,29.2,8,1
2015/8/13,24.9,8,1
2015/8/14,27.8,8,1
2015/8/15,28.5,8,1
2015/8/16,27.5,8,1
2015/8/17,25.1,8,1
2015/8/18,27.5,8,1
2015/8/19,27.7,8,1
2015/8/20,25.8,8,1
2015/8/21,25.4,8,1
2015/8/22,27.2,8,1
2015/8/23,27.7,8,1
2015/8/24,27.5,8,1
2015/8/25,23.5,8,1
2015/8/26,25.6,8,1
2015/8/27,26.9,8,1
2015/8/28,24.8,8,1
2015/8/29,23.7,8,1
2015/8/30,24.4,8,1
2015/8/31,24.4,8,1
2015/9/1,24.0,8,1
2015/9/2,25.9,8,1
2015/9/3,23.0,8,1
2015/9/4,24.0,8,1
2015/9/5,24.8,8,1
2015/9/6,21.7,8,1
2015/9/7,23.4,8,1
2015/9/8,21.9,8,1
2015/9/9,22.2,8,1
2015/9/10,23.2,8,1
2015/9/11,22.4,8,1
2015/9/12,23.3,8,1
2015/9/13,23.3,8,1
2015/9/14,22.2,8,1
2015/9/15,23.0,8,1
2015/9/16,22.0,8,1
2015/9/17,19.8,8,1
2015/9/18,22.3,8,1
2015/9/19,22.9,8,1
2015/9/20,22.8,8,1
2015/9/21,22.5,8,1
2015/9/22,23.0,8,1
2015/9/23,23.3,8,1
2015/9/24,20.8,8,1
2015/9/25,20.1,8,1
2015/9/26,23.2,8,1
2015/9/27,23.6,8,1
2015/9/28,22.4,8,1
2015/9/29,22.1,8,1
2015/9/30,19.2,8,1
2015/10/1,17.0,8,1
2015/10/2,20.4,8,1
2015/10/3,18.8,8,1
2015/10/4,19.9,8,1
2015/10/5,17.8,8,1
2015/10/6,19.2,8,1
2015/10/7,18.8,8,1
2015/10/8,18.7,8,1
2015/10/9,19.1,8,1
2015/10/10,17.4,8,1
2015/10/11,17.4,8,1
2015/10/12,16.2,8,1
2015/10/13,16.6,8,1
2015/10/14,17.4,8,1
2015/10/15,16.9,8,1
2015/10/16,17.8,8,1
2015/10/17,19.6,8,1
2015/10/18,20.1,8,1
2015/10/19,19.1,8,1
2015/10/20,19.4,8,1
2015/10/21,18.9,8,1
2015/10/22,18.9,8,1
2015/10/23,18.6,8,1
2015/10/24,19.5,8,1
2015/10/25,15.4,8,1
2015/10/26,14.6,8,1
2015/10/27,17.7,8,1
2015/10/28,17.4,8,1
2015/10/29,15.3,8,1
2015/10/30,15.0,8,1
2015/10/31,12.3,8,1
2015/11/1,12.3,8,1
2015/11/2,13.0,8,1
2015/11/3,15.4,8,1
2015/11/4,14.8,8,1
2015/11/5,15.4,8,1
2015/11/6,17.1,5,1
2015/11/7,17.2,8,1
2015/11/8,15.0,8,1
2015/11/9,17.6,8,1
2015/11/10,17.1,8,1
2015/11/11,14.1,8,1
2015/11/12,13.4,8,1
2015/11/13,13.4,8,1
2015/11/14,14.8,8,1
2015/11/15,17.0,8,1
2015/11/16,16.0,8,1
2015/11/17,16.5,8,1
2015/11/18,16.3,8,1
2015/11/19,14.1,8,1
2015/11/20,14.3,8,1
2015/11/21,14.9,8,1
2015/11/22,14.0,8,1
2015/11/23,15.6,8,1
2015/11/24,15.1,8,1
2015/11/25,9.5,8,1
2015/11/26,9.8,8,1
2015/11/27,6.8,8,1
2015/11/28,7.9,8,1
2015/11/29,9.0,8,1
2015/11/30,9.4,8,1
2015/12/1,11.1,8,1
2015/12/2,9.9,8,1
2015/12/3,11.2,8,1
2015/12/4,8.6,8,1
2015/12/5,9.2,8,1
2015/12/6,9.7,8,1
2015/12/7,9.5,8,1
2015/12/8,9.1,8,1
2015/12/9,8.5,8,1
2015/12/10,10.6,8,1
2015/12/11,16.4,8,1
2015/12/12,11.7,8,1
2015/12/13,12.8,8,1
2015/12/14,11.6,8,1
2015/12/15,12.7,8,1
2015/12/16,11.6,8,1
2015/12/17,6.6,8,1
2015/12/18,5.7,8,1
2015/12/19,6.8,8,1
2015/12/20,6.5,8,1
2015/12/21,7.9,8,1
2015/12/22,9.4,8,1
2015/12/23,6.8,8,1
2015/12/24,12.0,8,1
2015/12/25,10.0,8,1
2015/12/26,8.7,8,1
2015/12/27,6.7,8,1
2015/12/28,5.3,8,1
2015/12/29,4.9,8,1
2015/12/30,4.9,8,1
2015/12/31,4.8,8,1
2016/1/1,6.0,8,1
2016/1/2,5.3,8,1
2016/1/3,7.9,8,1
2016/1/4,9.0,8,1
2016/1/5,8.6,8,1
2016/1/6,9.4,8,1
2016/1/7,8.2,8,1
2016/1/8,6.4,8,1
2016/1/9,6.0,8,1
2016/1/10,5.8,8,1
2016/1/11,7.7,8,1
2016/1/12,6.5,8,1
2016/1/13,5.0,8,1
2016/1/14,5.8,8,1
2016/1/15,5.3,8,1
2016/1/16,5.5,8,1
2016/1/17,5.0,8,1
2016/1/18,7.3,8,1
2016/1/19,2.7,8,1
2016/1/20,2.1,8,1
2016/1/21,3.6,8,1
2016/1/22,3.8,8,1
2016/1/23,1.6,8,1
2016/1/24,0.3,8,1
2016/1/25,-1.3,8,1
2016/1/26,1.8,8,1
2016/1/27,4.8,8,1
2016/1/28,6.6,8,1
2016/1/29,6.8,8,1
2016/1/30,7.3,8,1
2016/1/31,7.4,8,1
2016/2/1,6.5,8,1
2016/2/2,5.8,8,1
2016/2/3,4.0,8,1
2016/2/4,4.8,8,1
2016/2/5,6.5,8,1
2016/2/6,5.4,8,1
2016/2/7,4.0,8,1
2016/2/8,3.5,8,1
2016/2/9,2.8,8,1
2016/2/10,3.8,8,1
2016/2/11,5.7,8,1
2016/2/12,7.0,8,1
2016/2/13,9.7,8,1
2016/2/14,12.6,8,1
2016/2/15,6.4,8,1
2016/2/16,4.0,8,1
2016/2/17,3.1,8,1
2016/2/18,4.7,8,1
2016/2/19,7.7,8,1
2016/2/20,7.5,8,1
2016/2/21,7.6,8,1
2016/2/22,6.5,8,1
2016/2/23,8.8,8,1
2016/2/24,5.2,8,1
2016/2/25,3.9,8,1
2016/2/26,3.9,8,1
2016/2/27,5.4,8,1
2016/2/28,8.6,8,1
2016/2/29,6.6,8,1
2016/3/1,2.3,8,1
2016/3/2,4.5,8,1
2016/3/3,6.8,8,1
2016/3/4,10.0,8,1
2016/3/5,12.4,8,1
2016/3/6,15.1,8,1
2016/3/7,16.3,8,1
2016/3/8,14.7,8,1
2016/3/9,9.3,8,1
2016/3/10,6.9,8,1
2016/3/11,7.0,8,1
2016/3/12,6.4,8,1
2016/3/13,7.2,8,1
2016/3/14,6.5,8,1
2016/3/15,7.8,8,1
2016/3/16,7.4,8,1
2016/3/17,12.2,8,1
2016/3/18,12.9,8,1
2016/3/19,14.5,8,1
2016/3/20,10.3,8,1
2016/3/21,8.6,8,1
2016/3/22,10.1,8,1
2016/3/23,11.6,8,1
2016/3/24,8.9,8,1
2016/3/25,6.6,8,1
2016/3/26,7.5,8,1
2016/3/27,9.7,8,1
2016/3/28,11.4,8,1
2016/3/29,12.4,8,1
2016/3/30,14.3,8,1
2016/3/31,14.8,8,1
2016/4/1,13.0,8,1
2016/4/2,15.3,8,1
2016/4/3,16.4,8,1
2016/4/4,14.6,8,1
2016/4/5,13.4,8,1
2016/4/6,15.5,8,1
2016/4/7,11.8,8,1
2016/4/8,14.8,8,1
2016/4/9,16.0,8,1
2016/4/10,15.9,8,1
2016/4/11,11.3,8,1
2016/4/12,10.6,8,1
2016/4/13,12.4,8,1
2016/4/14,16.7,8,1
2016/4/15,14.4,8,1
2016/4/16,15.3,8,1
2016/4/17,19.7,8,1
2016/4/18,15.7,8,1
2016/4/19,14.5,8,1
2016/4/20,14.6,8,1
2016/4/21,14.9,8,1
2016/4/22,16.7,8,1
2016/4/23,17.3,8,1
2016/4/24,16.8,8,1
2016/4/25,18.2,8,1
2016/4/26,18.9,8,1
2016/4/27,17.7,8,1
2016/4/28,14.6,8,1
2016/4/29,13.2,8,1
2016/4/30,15.7,8,1
2016/5/1,18.3,8,1
2016/5/2,19.5,8,1
2016/5/3,19.6,8,1
2016/5/4,21.2,8,1
2016/5/5,19.7,8,1
2016/5/6,15.1,8,1
2016/5/7,16.1,8,1
2016/5/8,19.4,8,1
2016/5/9,16.8,8,1
2016/5/10,17.0,8,1
2016/5/11,17.4,8,1
2016/5/12,19.8,8,1
2016/5/13,20.3,8,1
2016/5/14,21.6,8,1
2016/5/15,20.4,8,1
2016/5/16,18.4,8,1
2016/5/17,16.3,8,1
2016/5/18,20.1,8,1
2016/5/19,20.5,8,1
2016/5/20,20.1,8,1
2016/5/21,21.0,8,1
2016/5/22,23.4,8,1
2016/5/23,24.7,8,1
2016/5/24,23.7,8,1
2016/5/25,22.7,8,1
2016/5/26,22.5,8,1
2016/5/27,22.4,8,1
2016/5/28,21.7,8,1
2016/5/29,20.9,8,1
2016/5/30,20.1,8,1
2016/5/31,23.9,8,1
2016/6/1,19.9,8,1
2016/6/2,19.6,8,1
2016/6/3,20.3,8,1
2016/6/4,20.9,8,1
2016/6/5,19.7,8,1
2016/6/6,21.6,8,1
2016/6/7,20.4,8,1
2016/6/8,22.4,8,1
2016/6/9,22.9,8,1
2016/6/10,24.7,8,1
2016/6/11,24.3,8,1
2016/6/12,22.8,8,1
2016/6/13,21.6,8,1
2016/6/14,24.6,8,1
2016/6/15,24.0,8,1
2016/6/16,20.8,8,1
2016/6/17,23.6,8,1
2016/6/18,26.1,8,1
2016/6/19,21.9,8,1
2016/6/20,25.0,8,1
2016/6/21,24.8,8,1
2016/6/22,24.7,8,1
2016/6/23,24.0,8,1
2016/6/24,22.0,8,1
2016/6/25,22.5,8,1
2016/6/26,23.2,8,1
2016/6/27,23.7,8,1
2016/6/28,20.5,8,1
2016/6/29,22.4,8,1
2016/6/30,24.3,8,1
2016/7/1,27.6,8,1
2016/7/2,28.5,8,1
2016/7/3,26.9,8,1
2016/7/4,26.9,8,1
2016/7/5,27.3,8,1
2016/7/6,25.2,8,1
2016/7/7,28.8,8,1
2016/7/8,26.5,8,1
2016/7/9,22.2,8,1
2016/7/10,26.9,8,1
2016/7/11,28.5,8,1
2016/7/12,27.9,8,1
2016/7/13,26.4,8,1
2016/7/14,27.8,8,1
2016/7/15,24.4,8,1
2016/7/16,25.7,8,1
2016/7/17,25.7,8,1
2016/7/18,27.6,8,1
2016/7/19,27.6,8,1
2016/7/20,27.4,8,1
2016/7/21,27.2,8,1
2016/7/22,26.4,8,1
2016/7/23,25.3,8,1
2016/7/24,25.5,8,1
2016/7/25,26.2,8,1
2016/7/26,22.0,8,1
2016/7/27,25.2,8,1
2016/7/28,26.7,8,1
2016/7/29,27.7,8,1
2016/7/30,27.9,8,1
2016/7/31,28.3,8,1
2016/8/1,28.5,8,1
2016/8/2,27.8,8,1
2016/8/3,28.5,8,1
2016/8/4,29.5,8,1
2016/8/5,29.7,8,1
2016/8/6,29.9,8,1
2016/8/7,30.2,8,1
2016/8/8,30.7,8,1
2016/8/9,29.6,8,1
2016/8/10,27.9,8,1
2016/8/11,28.1,8,1
2016/8/12,27.9,8,1
2016/8/13,28.5,8,1
2016/8/14,28.3,8,1
2016/8/15,27.4,8,1
2016/8/16,29.1,8,1
2016/8/17,29.6,8,1
2016/8/18,28.9,8,1
2016/8/19,29.9,8,1
2016/8/20,29.6,8,1
2016/8/21,29.3,8,1
2016/8/22,30.6,8,1
2016/8/23,29.9,8,1
2016/8/24,26.9,8,1
2016/8/25,28.2,8,1
2016/8/26,28.5,8,1
2016/8/27,26.4,8,1
2016/8/28,25.3,8,1
2016/8/29,25.7,8,1
2016/8/30,23.6,8,1
2016/8/31,26.1,8,1
2016/9/1,27.0,8,1
2016/9/2,27.1,8,1
2016/9/3,28.5,8,1
2016/9/4,28.6,8,1
2016/9/5,25.2,8,1
2016/9/6,26.7,8,1
2016/9/7,28.3,8,1
2016/9/8,25.7,8,1
2016/9/9,25.2,8,1
2016/9/10,25.2,8,1
2016/9/11,25.8,8,1
2016/9/12,25.8,8,1
2016/9/13,25.2,8,1
2016/9/14,25.5,8,1
2016/9/15,24.4,8,1
2016/9/16,24.7,8,1
2016/9/17,25.7,8,1
2016/9/18,24.4,8,1
2016/9/19,23.8,8,1
2016/9/20,21.6,8,1
2016/9/21,21.9,8,1
2016/9/22,22.0,8,1
2016/9/23,23.0,8,1
2016/9/24,21.8,8,1
2016/9/25,24.4,8,1
2016/9/26,24.3,8,1
2016/9/27,26.2,8,1
2016/9/28,24.8,8,1
2016/9/29,23.3,8,1
2016/9/30,21.2,8,1
2016/10/1,23.2,8,1
2016/10/2,24.8,8,1
2016/10/3,23.3,8,1
2016/10/4,23.9,8,1
2016/10/5,22.8,8,1
2016/10/6,23.1,8,1
2016/10/7,21.2,8,1
2016/10/8,21.6,8,1
2016/10/9,20.2,8,1
2016/10/10,17.9,8,1
2016/10/11,17.9,8,1
2016/10/12,18.5,8,1
2016/10/13,16.7,8,1
2016/10/14,16.6,8,1
2016/10/15,16.9,8,1
2016/10/16,18.7,8,1
2016/10/17,19.9,8,1
2016/10/18,22.3,8,1
2016/10/19,22.2,8,1
2016/10/20,22.3,8,1
2016/10/21,17.8,8,1
2016/10/22,17.8,8,1
2016/10/23,18.5,8,1
2016/10/24,15.7,8,1
2016/10/25,13.0,8,1
2016/10/26,19.4,8,1
2016/10/27,17.9,8,1
2016/10/28,14.6,8,1
2016/10/29,17.4,8,1
2016/10/30,14.1,8,1
2016/10/31,13.5,8,1
2016/11/1,13.7,8,1
2016/11/2,12.6,8,1
2016/11/3,12.4,8,1
2016/11/4,13.2,8,1
2016/11/5,13.5,8,1
2016/11/6,14.7,8,1
2016/11/7,13.0,8,1
2016/11/8,13.8,8,1
2016/11/9,9.6,8,1
2016/11/10,10.1,8,1
2016/11/11,14.0,8,1
2016/11/12,14.8,8,1
2016/11/13,14.7,8,1
2016/11/14,13.6,8,1
2016/11/15,15.3,8,1
2016/11/16,11.0,8,1
2016/11/17,12.2,8,1
2016/11/18,11.4,8,1
2016/11/19,13.7,8,1
2016/11/20,16.4,8,1
2016/11/21,14.7,8,1
2016/11/22,16.3,8,1
2016/11/23,11.3,8,1
2016/11/24,9.0,8,1
2016/11/25,7.9,8,1
2016/11/26,9.8,8,1
2016/11/27,11.6,8,1
2016/11/28,11.1,8,1
2016/11/29,9.4,8,1
2016/11/30,8.1,8,1
2016/12/1,11.9,8,1
2016/12/2,10.8,8,1
2016/12/3,10.5,8,1
2016/12/4,10.2,8,1
2016/12/5,12.9,8,1
2016/12/6,9.2,8,1
2016/12/7,7.1,8,1
2016/12/8,8.2,8,1
2016/12/9,7.8,8,1
2016/12/10,6.6,8,1
2016/12/11,5.3,8,1
2016/12/12,5.2,8,1
2016/12/13,7.1,8,1
2016/12/14,8.9,8,1
2016/12/15,4.9,8,1
2016/12/16,4.0,8,1
2016/12/17,5.1,8,1
2016/12/18,8.2,8,1
2016/12/19,10.0,8,1
2016/12/20,9.1,8,1
2016/12/21,9.0,8,1
2016/12/22,10.5,8,1
2016/12/23,10.1,8,1
2016/12/24,7.3,8,1
2016/12/25,7.6,8,1
2016/12/26,7.3,8,1
2016/12/27,9.6,8,1
2016/12/28,4.7,8,1
2016/12/29,3.8,8,1
2016/12/30,5.0,8,1
2016/12/31,5.4,8,1
2017/1/1,8.0,8,1
2017/1/2,7.4,8,1
2017/1/3,8.6,8,1
2017/1/4,6.9,8,1
2017/1/5,6.5,8,1
2017/1/6,5.0,8,1
2017/1/7,5.2,8,1
2017/1/8,4.7,8,1
2017/1/9,8.8,8,1
2017/1/10,7.7,8,1
2017/1/11,4.3,8,1
2017/1/12,5.0,8,1
2017/1/13,4.2,8,1
2017/1/14,0.0,8,1
2017/1/15,-0.7,8,1
2017/1/16,1.5,8,1
2017/1/17,3.7,8,1
2017/1/18,3.6,8,1
2017/1/19,5.3,8,1
2017/1/20,2.2,8,1
2017/1/21,4.6,8,1
2017/1/22,3.1,8,1
2017/1/23,1.2,8,1
2017/1/24,0.6,8,1
2017/1/25,1.8,8,1
2017/1/26,2.7,8,1
2017/1/27,4.3,8,1
2017/1/28,5.6,8,1
